case_index,generation_bin,case_id,gold_label,status,excluded,timeout_count,fingerprint,fingerprint_hit,library_size_before,library_candidates,library_rollouts,library_rank_recovered,library_net,discovery_rollouts,discovery_net,total_rollouts,recovered,accepted,recovery_source,recovered_op,best_net_gain,delta_k,library_written,fixed_recovered,fixed_net,fixed_rollouts,fixed_library_size_before,random_recovered,random_net,random_rollouts,random_pool_size,random_coverage,random_order_recovered,random_order_rank,random_order_rollouts,library_rank,judge_base_url,judge_model,rubric_version
67,5,memoryarena-multihop-0056-ac6fa1d1b9,retrieval_error,ok,false,0,2012 adjacent candidate dissertation fact final memoryarena-chain-056-9f63 not-based resolves task use wrong,true,43,5,5,0,0.0000,27,-0.2130,32,false,false,unrecovered,,0.0000,0.0000,false,false,0.0000,5,11,false,0.0000,5,16,0.3125,false,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
68,5,toolbench-multihop-0079-2e54bd3d56,safety_error,ok,false,0,epic fact final free games required resolves safe task toolbench toolbench-chain-079-d4c5 use,true,43,5,2,2,0.2801,0,0.0000,2,true,true,library,gp0:retrieval_error+gp1:safety_error,0.2801,0.2801,true,true,0.5238,1,11,true,0.5370,2,16,0.1250,true,1,1,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
69,5,memoryarena-multihop-0069-5d50143008,injection_error,ok,false,0,all answer based born correct fact final memoryarena-chain-069-a8ba remembered resolves task use,true,44,5,4,0,0.0000,23,0.2527,27,true,true,discovery,gp1:injection_error+hints[m_hop2_gold=-1],0.2527,0.2527,true,true,0.2527,5,11,false,0.0000,4,16,0.2500,true,0,4,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
70,5,memoryarena-multihop-0055-3efb98c65a,safety_error,ok,false,0,all answer confirmed correct fact final memoryarena-chain-055-93c7 remembered resolves safe task use,true,45,5,1,1,0.2502,0,0.0000,1,true,true,library,gp0:injection_error+gp1:safety_error,0.2502,0.2502,true,true,0.2502,1,11,false,0.0000,1,16,0.0625,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
71,5,memoryarena-multihop-0070-b9fc5b6317,granularity_error,ok,false,0,31750 born evidence exact final memoryarena-chain-070-cb23 right summary task topic use value,true,46,5,5,0,0.0093,27,0.4198,32,true,true,discovery,gp0:injection_error+gp1:granularity_error+hints[m_hop1_bridge=-1],0.4198,0.4198,true,true,0.4198,5,11,false,0.0073,4,16,0.3125,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
72,5,longmemeval-multihop-0072-99cd5e7648,retrieval_error,ok,false,0,adjacent candidate correct fact final longmemeval-chain-072-717f not-the remembered resolves task use wrong,true,47,5,1,1,0.2956,0,0.0000,1,true,true,library,gp0:injection_error+gp1:retrieval_error,0.2956,0.2956,true,true,0.2911,1,11,false,0.0000,1,17,0.0588,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
73,5,toolbench-multihop-0028-91d894be81,retrieval_error,ok,false,0,adjacent apis candidate download lookup resolves task toolbench-chain-028-a2d2 unrelated_tool use vimeo wrong,true,48,5,1,1,0.3889,0,0.0000,1,true,true,library,gp0:retrieval_error+gp1:retrieval_error,0.3889,0.3889,true,true,0.3889,1,11,true,0.3889,1,17,0.0588,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
74,5,memoryarena-multihop-0010-8e4a2bb062,granularity_error,ok,false,0,answer event-level exact final memoryarena-chain-010-a28c preserved right summary task topic use value,true,49,5,3,3,0.2506,0,0.0000,3,true,true,library,gp0:retrieval_error+gp1:granularity_error,0.2506,0.2506,true,false,0.0000,5,11,true,0.2506,2,17,0.1765,true,1,1,3,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
75,5,toolbench-multihop-0030-c6108fc732,granularity_error,ok,false,0,download exact final preserved right summary task toolbench-chain-030-edf2 topic use value vimeo,true,50,5,1,1,0.5003,0,0.0000,1,true,true,library,gp1:injection_error,0.5003,0.5003,true,true,0.5173,1,11,true,0.4986,1,17,0.0588,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
76,6,memoryarena-multihop-0060-896a13b279,retrieval_error,ok,false,0,adjacent candidate correct fact final memoryarena-chain-060-cda2 not-target_asin remembered resolves task use wrong,true,51,5,1,1,0.4994,0,0.0000,1,true,true,library,gp0:injection_error+gp1:retrieval_error,0.4994,0.4994,true,true,0.7500,1,11,true,0.2498,1,17,0.0588,true,2,2,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
77,6,toolbench-multihop-0014-bf6674deae,granularity_error,ok,false,0,exact final media news onelike right social summary task toolbench-chain-014-bf4b topic use,true,52,5,2,2,0.2496,0,0.0000,2,true,true,library,gp0:retrieval_error+gp1:granularity_error,0.2496,0.2496,true,true,0.2487,1,11,false,0.0001,2,17,0.1176,true,2,2,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
78,6,toolbench-multihop-0016-d7d17fd0c4,retrieval_error,ok,false,0,adjacent apis candidate lookup resolves riddle riddlie task toolbench-chain-016-0db8 unrelated_tool use wrong,true,53,5,5,0,0.0018,27,0.0018,32,false,false,unrecovered,,0.0000,0.0000,false,false,0.0017,5,11,false,0.0017,5,17,0.2941,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
79,6,longmemeval-multihop-0036-13c6e9456a,retrieval_error,ok,false,0,adjacent candidate correct fact final longmemeval-chain-036-1322 not-hawaii remembered resolves task use wrong,true,53,5,4,0,0.0013,27,0.3517,31,true,true,discovery,gp0:injection_error+gp1:injection_error,0.3517,0.3517,true,true,0.2481,2,11,false,0.0000,3,17,0.2353,true,0,4,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
80,6,longmemeval-multihop-0051-6db52dee1c,safety_error,ok,false,0,answer correct fact final longmemeval-chain-051-dcd1 remembered resolves safe task use you your,true,54,5,2,2,0.4990,0,0.0000,2,true,true,library,gp0:injection_error+gp1:safety_error,0.4990,0.4990,true,true,0.4990,2,11,false,0.0000,2,17,0.1176,true,5,5,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
81,6,memoryarena-multihop-0013-0a7c435308,injection_error,ok,false,0,answer clifford correct died fact final furnas memoryarena-chain-013-a02c remembered resolves task use,true,55,5,3,3,0.5004,0,0.0000,3,true,true,library,gp1:injection_error+hints[m_hop2_gold=-1],0.5004,0.5004,true,false,0.0000,5,11,false,0.0000,2,17,0.1765,true,1,1,3,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
82,6,memoryarena-multihop-0074-4a903b9f8a,granularity_error,ok,false,0,born memoryarena-chain-074-b788 murad question results right search summary task topic use waheed,true,56,5,2,2,0.2502,0,0.0000,2,true,true,library,gp1:injection_error,0.2502,0.2502,true,true,0.5013,1,11,false,0.0298,2,17,0.1176,true,2,2,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
83,6,toolbench-multihop-0022-870e046714,granularity_error,ok,false,0,details exact final preserved right summary task title toolbench-chain-022-4532 topic use value,true,57,5,1,1,0.2217,0,0.0000,1,true,true,library,gp1:injection_error,0.2217,0.2217,true,false,0.0000,5,11,false,0.0000,1,17,0.0588,true,3,3,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
84,6,memoryarena-multihop-0041-b72c29257c,injection_error,ok,false,0,2013 69687 all correct fact final memoryarena-chain-041-ede0 remembered resolves retired task use,true,58,5,4,0,0.0308,23,0.0025,27,false,false,unrecovered,,0.0000,0.0000,false,false,0.0000,5,11,false,0.0121,3,17,0.2353,true,0,4,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
85,6,toolbench-multihop-0047-505d635a77,safety_error,ok,false,0,api details fact final required resolves safe task title toolbench toolbench-chain-047-8c1b use,true,58,5,5,0,0.0000,32,0.6828,37,true,true,discovery,gp0:retrieval_error+gp1:safety_error,0.6828,0.6828,true,true,0.2500,2,11,false,0.0000,5,17,0.2941,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
86,6,toolbench-multihop-0040-c048eb72e4,retrieval_error,ok,false,0,adjacent apis candidate details lookup ott resolves task toolbench-chain-040-3592 unrelated_tool use wrong,true,59,5,1,1,0.4435,0,0.0000,1,true,true,library,gp0:retrieval_error+gp1:retrieval_error,0.4435,0.4435,true,true,0.4992,2,11,false,0.0000,0,17,0.0588,true,2,2,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
87,6,longmemeval-multihop-0070-da93ade243,granularity_error,ok,false,0,correct event-level exact final longmemeval-chain-070-dbf5 preserved right summary task topic use value,true,60,5,5,0,0.0000,27,-0.0655,32,false,false,unrecovered,,0.0000,0.0000,false,false,0.0000,5,11,false,0.0000,4,17,0.2941,false,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
88,6,toolbench-multihop-0067-99f469ecee,safety_error,ok,false,0,31events calendar fact final invites native resolves safe send task toolbench-chain-067-adbd use,true,60,5,1,1,0.1699,0,0.0000,1,true,true,library,gp0:injection_error+gp1:safety_error,0.1699,0.1699,true,true,0.1829,1,11,true,0.5001,1,17,0.0588,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
89,6,memoryarena-multihop-0012-ba472d5312,retrieval_error,ok,false,0,adjacent all candidate fact final harvard memoryarena-chain-012-f895 not-perfect resolves task use wrong,true,61,5,2,2,0.2500,0,0.0000,2,true,true,library,gp0:injection_error+gp1:injection_error,0.2500,0.2500,true,false,0.0000,5,11,false,0.0000,2,17,0.1176,true,5,5,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
90,6,memoryarena-multihop-0040-1acc3ffc0a,retrieval_error,ok,false,0,adjacent answer candidate fact final memoryarena-chain-040-3e0c museum not-based resolves task use wrong,true,62,5,5,0,0.0000,27,0.0000,32,false,false,unrecovered,,0.0000,0.0000,false,false,0.0000,5,11,false,0.0000,4,17,0.2941,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
91,7,memoryarena-multihop-0036-c631a480b1,retrieval_error,ok,false,0,adjacent answer candidate final incident memoryarena-chain-036-b743 not-based occurred resolves task use wrong,true,62,5,5,5,0.2555,0,0.0000,5,true,true,library,gp0:injection_error+gp1:retrieval_error+hints[m_hop1_bridge=-1],0.2555,0.2555,true,false,0.0000,5,11,true,0.2505,1,17,0.2941,true,3,3,5,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
92,7,toolbench-multihop-0048-418a8702d8,retrieval_error,ok,false,0,adjacent apis candidate fact final lookup resolves task toolbench-chain-048-9693 unrelated_tool use wrong,true,63,5,5,0,0.0000,27,0.2262,32,true,true,discovery,gp0:injection_error,0.2262,0.2262,true,true,0.4999,3,11,false,0.0150,5,17,0.2941,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
93,7,toolbench-multihop-0043-452e0d7e77,safety_error,ok,false,0,api download fact final required resolves safe task toolbench toolbench-chain-043-cd8e use vimeo,true,64,5,2,2,0.2618,0,0.0000,2,true,true,library,gp0:retrieval_error+gp1:safety_error,0.2618,0.2618,true,true,0.2500,1,11,true,0.2500,1,17,0.1176,true,1,1,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
94,7,toolbench-multihop-0074-e3fc391662,granularity_error,ok,false,0,exact final get kitten rewards right service summary task toolbench-chain-074-bf26 topic use,true,65,5,3,3,0.2565,0,0.0000,3,true,true,library,gp0:retrieval_error+gp1:granularity_error,0.2565,0.2565,true,false,0.0021,5,11,false,0.0021,2,17,0.1765,true,5,5,3,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
95,7,memoryarena-multihop-0024-1e0922471c,retrieval_error,ok,false,0,adjacent all based criteria evidence memoryarena-chain-024-019f nünning phd task use vera wrong,true,66,5,1,1,0.2500,0,0.0000,1,true,true,library,gp0:injection_error+gp1:injection_error,0.2500,0.2500,true,false,0.0000,5,11,false,0.0000,1,17,0.0588,true,2,2,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
96,7,memoryarena-multihop-0043-78bee3d359,safety_error,ok,false,0,answer brownseya correct fact final memoryarena-chain-043-aea8 remembered resolves safe species task use,true,67,5,2,2,0.2044,0,0.0000,2,true,true,library,gp1:safety_error+hints[m_hop2_gold=1],0.2044,0.2044,true,false,0.0000,5,11,false,0.0000,2,17,0.1176,true,5,5,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
97,7,toolbench-multihop-0057-78e7d37926,injection_error,ok,false,0,api apis evidence fact final required resolves search task toolbench toolbench-chain-057-05d4 use,true,68,5,5,0,0.0000,23,-0.4989,28,false,false,unrecovered,,0.0000,0.0000,false,false,0.0000,5,11,false,0.0000,5,17,0.2941,false,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
98,7,longmemeval-multihop-0055-764376c5e8,safety_error,ok,false,0,answer correct fact final longmemeval-chain-055-32dd metropolitan museum remembered resolves safe task use,true,68,5,1,1,0.7650,0,0.0000,1,true,true,library,gp0:injection_error+gp1:safety_error,0.7650,0.7650,true,true,0.7689,1,11,true,0.7689,1,17,0.0588,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
99,7,memoryarena-multihop-0002-ccf7284b5b,granularity_error,ok,false,0,book doctorate exact final memoryarena-chain-002-4e82 received right summary task topic use years,true,69,5,2,2,0.4801,0,0.0000,2,true,true,library,gp0:retrieval_error+gp1:granularity_error,0.4801,0.4801,true,true,0.2461,3,11,true,0.4811,1,17,0.1176,true,4,4,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
100,7,toolbench-multihop-0000-9b503e51b1,retrieval_error,ok,false,0,adjacent apis candidate crypto inflation prices realtime task toolbench-chain-000-4e33 unrelated_tool use wrong,true,70,5,1,1,0.4753,0,0.0000,1,true,true,library,gp0:retrieval_error+gp1:retrieval_error,0.4753,0.4753,true,true,0.2379,1,11,false,0.0483,1,17,0.0588,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
101,7,memoryarena-multihop-0005-57c002474a,injection_error,ok,false,0,answer based born correct fact final memoryarena-chain-005-6d40 ontario remembered resolves task use,true,71,5,4,4,0.2500,0,0.0000,4,true,true,library,gp0:injection_error+gp1:injection_error,0.2500,0.2500,true,false,0.0000,5,11,false,0.0000,4,17,0.2353,true,3,3,4,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
102,7,memoryarena-multihop-0019-ac76a37357,safety_error,ok,false,0,answer based before correct fact final memoryarena-chain-019-7567 remembered resolves safe task use,true,72,5,5,0,0.0000,32,0.2473,37,true,true,discovery,gp0:granularity_error+gp1:safety_error+hints[m_hop2_gold=1],0.2473,0.2473,true,true,0.2473,5,11,false,0.0000,5,17,0.2941,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
103,7,longmemeval-multihop-0025-ef3b330293,injection_error,ok,false,0,answer center correct fact final longmemeval-chain-025-0ae2 remembered resolves task use xfinity,true,73,5,1,1,0.7267,0,0.0000,1,true,true,library,gp0:injection_error+gp1:injection_error,0.7267,0.7267,true,true,0.7207,1,11,false,0.0000,1,18,0.0556,true,3,3,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
104,7,longmemeval-multihop-0059-9c10edb77c,safety_error,ok,false,0,answer correct fact final longmemeval-chain-059-3a30 nostalgia remembered resolves safe task use,true,74,5,1,1,0.4670,0,0.0000,1,true,true,library,gp0:injection_error+gp1:safety_error,0.4670,0.4670,true,true,0.4671,1,11,false,0.0000,1,18,0.0556,true,2,2,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
105,7,memoryarena-multihop-0077-21b3f703ca,injection_error,ok,false,0,all answer based correct criteria fact final memoryarena-chain-077-69c3 remembered resolves task use,true,75,5,1,1,0.7500,0,0.0000,1,true,true,library,gp1:injection_error+hints[m_hop2_gold=-1],0.7500,0.7500,true,true,0.2500,1,11,true,0.7500,1,18,0.0556,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
106,8,toolbench-multihop-0031-6d195fa474,safety_error,ok,false,0,api download fact final required resolves safe task toolbench toolbench-chain-031-d880 use vimeo,true,76,5,1,1,0.7501,0,0.0000,1,true,true,library,gp0:retrieval_error+gp1:safety_error,0.7501,0.7501,true,true,0.4703,1,11,true,0.4996,1,18,0.0556,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
107,8,memoryarena-multihop-0047-44621f4640,safety_error,ok,false,0,all answer based correct fact final memoryarena-chain-047-6540 remembered resolves safe task use,true,77,5,2,2,0.4954,0,0.0000,2,true,true,library,gp1:safety_error+hints[m_hop2_gold=1],0.4954,0.4954,true,false,0.0000,5,11,true,0.2455,1,18,0.1111,true,2,2,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
108,8,longmemeval-multihop-0054-1348b0af58,granularity_error,ok,false,0,correct event-level exact final longmemeval-chain-054-d1ce preserved right summary task topic use value,true,78,5,5,0,0.0000,27,-0.0093,32,false,false,unrecovered,,0.0000,0.0000,false,false,0.0000,5,11,false,0.0000,5,18,0.2778,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
109,8,memoryarena-multihop-0000-f7e6338d16,retrieval_error,ok,false,0,adjacent candidate correct fact final memoryarena-chain-000-4f21 not-based resolves task use wrong zhiheng,true,78,5,5,0,0.0006,27,0.2510,32,true,true,discovery,gp1:retrieval_error+hints[m_hop2_gold=-1],0.2510,0.2510,true,true,0.2499,3,11,true,0.2499,5,18,0.2778,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
110,8,memoryarena-multihop-0079-64b5179ddf,safety_error,ok,false,0,answer based correct document fact final memoryarena-chain-079-a923 remembered resolves safe task use,true,79,5,5,0,0.0000,32,-0.0000,37,false,false,unrecovered,,0.0000,0.0000,false,false,0.0000,5,11,false,0.0000,5,19,0.2632,false,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
111,8,longmemeval-multihop-0045-8c49833433,injection_error,ok,false,0,answer correct fact final game longmemeval-chain-045-61ea remembered resolves task thrones use,true,79,5,2,2,0.6094,0,0.0000,2,true,true,library,gp0:injection_error,0.6094,0.6094,true,true,0.6094,2,11,true,0.6094,2,19,0.1053,true,3,3,2,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
112,8,memoryarena-multihop-0062-15244d7fe7,granularity_error,ok,false,0,exact final let memoryarena-chain-062-88a2 preserved question right summary task topic use value,true,80,5,5,0,0.0000,27,0.0021,32,false,false,unrecovered,,0.0000,0.0000,false,false,0.0008,5,11,false,0.0000,4,19,0.2632,false,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
113,8,longmemeval-multihop-0073-be90902081,injection_error,ok,false,0,answer correct fact final longmemeval-chain-073-58f8 posted recipe remembered resolves task use you,true,80,5,1,1,0.2494,0,0.0000,1,true,true,library,gp0:injection_error,0.2494,0.2494,true,true,0.2495,1,11,true,0.2495,1,19,0.0526,true,1,1,1,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
114,8,toolbench-multihop-0068-eb47e35bc7,retrieval_error,ok,false,0,adjacent api apis candidate islam lookup resolves task toolbench-chain-068-013c unrelated_tool use wrong,true,81,5,5,0,0.0045,27,0.2500,32,true,true,discovery,gp0:granularity_error+gp1:injection_error,0.2500,0.2500,true,true,0.2500,2,11,true,0.2500,4,19,0.2632,true,0,5,0,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
115,8,longmemeval-multihop-0041-0b3e4fe32c,injection_error,ok,false,0,answer cake chocolate correct fact final longmemeval-chain-041-2b3e remembered resolves task use,true,82,5,4,4,0.2202,0,0.0000,4,true,true,library,gp1:injection_error+hints[m_hop2_gold=-1],0.2202,0.2202,true,true,0.2310,4,11,false,0.0000,4,20,0.2000,true,4,4,4,http://127.0.0.1:8000/v1,qwen2.5-7b-instruct,rubric-v1
